head	rel	tail
u-ySzbcro0xZoz0xfbhm75YQ	FINISH	u-D5-LpBYZrFva9Yql1IC_xQ
r-zXaGburMAC-jAZcyUcro3A	REMEMBER_FROM	u-U5YQX_vMl_xQy8EQDqlNQQ
u-aTOk-koYtBngLFgrSwAo_A	REMEMBER_FROM	Generous
Shrimp_Chettinad	FINISH	u-3WinVzxrRpbNIyRsz59l8A
u-jqp5BEMzEUIWTCt6pezS2Q	CHICKEN	u-7qSOf2kaMWEhS544oIFR4w
Payasam	PICKED	u-z4SLb3j6NK9Otb0u7XKqdA
u-Rwf75p0aGZQ6P1FndkDjfA	GETTING_FROM	u-UAULEDfAO5LMZh5l4bIVJw
u-oUL-6V1aBBjsD06pOamfSQ	EATING	r-wuk8ku1BhWEmFpuD6gz_Lg
r-xXFSQocRnlXMaYJBQVjVxA	FINISH	Combo_Thali
u-ACxJcxfJyAiEqMvOlx1EYQ	CATAPULTS_TO	u-mRv0t_dmwWZzm0-gFBnRlA
u-kUD77QH9F3LHa6lSHVsp8w	GETTING_FROM	u-h7jpFoGLgBtCUHpSt6QOrA
u-7VTKTDeBfOXruwKajOlXtg	VISITED_ON	Payasam
u-J1P3QAMh5y74kRCsaZmMgw	REMEMBER_FROM	r-CmEo4lFkSh85UwZ_m7g8vQ
r-1yXEvU5_ymaVS7UblI7sOQ	FINISH	Shalimar
r-XNVaXeppesM_wH9xmZh8LA	VISITED_ON	Quiet
u--OyYep6JEk58_v1EPZqgXQ	FINISH	u-2dDK-DlISX1G22GJAlImiQ
u-AOvL-UrNpwqxf9zBJ4mN_w	PICKED	r-HhIuYB7MmYtc8-UGpBWL8Q
r-soerA2otJDLCkJKM36fsuA	FINISH	r-vPUU2C1lghMTdHLNRmIaIA
r-WNB_lz8zxeT6BXh_xCTmVw	FINISH	u-V5NaQCpO1w9u7LaqLwasvQ
r-Ux3NqhcDwAJ4UPgB1Gr1IA	VISITED_ON	r-SuLSMFVvTllJ6Xwrh5IuVA
r-HL8Mvde0L3Wx5BnQoIRFQg	GETTING_FROM	Payasam
u-leyNDNVu09Ldbg5ujPWMhQ	FINISH	r-2UWD_yV7r93DBizQfi7x9w
r-ONKtODo-oJSLCZm4c1TsSw	REMEMBER_FROM	r-S-YFHZKKu9q_Z5f2XRtXlw
u-UAULEDfAO5LMZh5l4bIVJw	CHICKEN	r-Hb09_FIWLdMDpRBXeUHVuQ
r-duS_p1XWiWQccGiLKK_xkw	VISITED_ON	r-zerZabI-xjJAbX5YhrbIdA
u-1mWIqaYBzZAoz9dElYm9dw	SERVED_ON	Payasam
r-Y0ECu_eAJ6iXq6BI_Cb4UQ	DROVE_FROM	u-r3-LjnU8ABaDcbc7pHbj0w
Vegetable_Curry	REMEMBER_FROM	r-IoUdvunmIup7AM-sgIXChg
r-95pJrsFK5Z9J3YRmJFkqug	REMEMBER_FROM	r-JfX7tTD6KwDf4ikC47IX_Q
u-0iSQF1skfJaZz0ftEmgumg	FINISH	u-fYUQbav_JlFe0U1WDxpA_w
Salad	EATING	u-49j4mN81moEbq3oyi_oB4g
r-zNpJqt1ZNH-tQgOodgBDEA	GETTING_FROM	r-0-stf0NJOCI4SvVG86gqYQ
Lamb_Shank	PICKED	u-z4SLb3j6NK9Otb0u7XKqdA
r-ctF4CEx443BErVNa9THX1w	FINISH	r-_3uzDp7SuXmFjq_HFsCh-Q
u--d2daWmftYumOaYpbD5D8Q	CATAPULTS_TO	u-eSqCqWxdazlz9KGlNC7g_g
r-itaVBVBOAFz6fg6hZThPUQ	RECOMMEND_FOR	r-Hb09_FIWLdMDpRBXeUHVuQ
r--58OvqiYSR4ZXORG6JPwng	GETTING_FROM	r-kIVdLB56Q7caOLV_RR0pFQ
u-5QFws6LKMCZCgKHl8WR1jQ	VISITED_ON	r-GQXZ_jZTd1Qwdj7opaYQyQ
u-c1xQsb6ACFmXJHq8wWrB3Q	DROVE_FROM	r-uqe0-SIqH7HKWSGNt1sRGQ
Dhal_Makhani	DROVE_FROM	r-nomrNdSKNkGKPE6SBFz5_g
r-8VxDzrJQbAiwPrV1CkJi5Q	GETTING_FROM	r-JmaIRCVHRZZMkpacl6J2ng
u-g5ihTl7F8VmVuKHtpPYCaw	VISITED_ON	r-YO_HEj1RO9h7e86Lvjkkyg
r-286WxNrQsUg32J9OJrxYBw	CHICKEN	u-7qSOf2kaMWEhS544oIFR4w
u-B3B4FRlf85v7gEhTmfMihw	GETTING_FROM	b-qcqDjeirxvdgW5kQVkEwSA
u-LFnU0NSnOMnKOhpFJRocnQ	SERVED_ON	Payasam
Pleasant	SERVED_ON	Payasam
Painful	VISITED_ON	u-TotJG9Wuji9m5m3KhLWajQ
u-GbtE_AWkua-Psc8CnNF_yQ	VISITED_ON	r-GQXZ_jZTd1Qwdj7opaYQyQ
u-Fraxp2IxIZJbct75AnqEbg	VISITED_ON	Payasam
r-v3iBePMr1cUvWY7lKlQUHA	REMINDED	Bombay Mahal
u-2K50D1mnCCO1sLcsABEQlw	REMINDED	u-1ho5Y8iaj73Ak3i1fUCePg
Barah_Kebab	CATAPULTS_TO	u-O0evs8847ecEkeFMEuK4PA
u-Tp2MCydrqGOwKj8LbhXCog	GETTING_FROM	Medu_Wada
Lamb_Shank	CHICKEN	u-7qSOf2kaMWEhS544oIFR4w
u-agqWketq-FhYwVmRyli4jA	GOES_WITH	r-Hb09_FIWLdMDpRBXeUHVuQ
u-OQbrtiG2DoNb8j3mXMZ2lw	FINISH	u-gHyePV7DI2TGkSJJCOad4w
Shrimp_Rolls	SERVED_ON	u-h7jpFoGLgBtCUHpSt6QOrA
r-LDlo6zndFbVUx0ukhMDx8Q	DROVE_FROM	Chick_Tikka_Masala
r-wnHZKjrglm_65dFULTYNyg	CHICKEN	u-7qSOf2kaMWEhS544oIFR4w
Smooth	SERVED_ON	Food
u-U5YQX_vMl_xQy8EQDqlNQQ	DROVE_FROM	u-r3-LjnU8ABaDcbc7pHbj0w
Payasam	REMINDED	r-xKUdoPvDu5nHVhaLyiLICg
u-kmC8nIGdQeLUOBCgRDzS8g	REMINDED	u-vsqpRyTbfNeAooBY_kecdw
u-oYwvr1iJSJ5mhrryKXU2oA	VISITED_ON	u-8BJ4VEi11-XN8a-rqjo3Qg
Karahi_Bhindi_Masala	GETTING_FROM	Lamb_Shank
r-_ZefWfefCuyNbKq-bN9IkA	VISITED_ON	r-SuLSMFVvTllJ6Xwrh5IuVA
Vegetable_Biryani	PICKED	r-332vfr7Wud2u0TQrpTzlDw
r-TSnAgiMwZzn1CQObsq4PYA	VISITED_ON	u-l5_g5z9eOeXEMhA2x2lIog
r-FNXwXklv4rgszzo__TCuzg	GETTING_FROM	Meetha_Paan
u-uf95iifC_TQ-DtDs0rtiXg	GETTING_FROM	r-pB-eC9cvGuI-SqhLO625YQ
r-VOl3Xvl--GjzkdvJ2Bd9Tg	PICKED	r-eTrfrNVH-acY0VEOwY5P6g
u-3SD6uRqJ7jwwNn7wekFm3g	FINISH	Bread_Plate
r-nWULDQaeQQYo6meLdQHjDg	PICKED	r-sA4Pg3eskZQkCStq6MooIQ
Lamb_Shank	REMINDED	Thoughtful
r-X51MXC03AfjSs41dr9HWXw	VISITED_ON	Food
u-x8GuHHp7EJylrrq9HqL0fA	LOOKED_LIKE	Chicken_Spinach_Dish
r-aHiyc3_8iSW0ykqevUllWw	FINISH	Wine_&_Spirits
r-njUU3JK1OSA4xUpaJwfOIQ	FINISH	Goat_Roganjosh
u-jQHvz7VFbO0e01OOxB5W5Q	GETTING_FROM	r-zerZabI-xjJAbX5YhrbIdA
u-vWHNVF0NHAv5l9SfTGUtvQ	VISITED_ON	r-pB-eC9cvGuI-SqhLO625YQ
r-ewanZ756Xq-qdL8dAstaZw	VISITED_ON	r-VOl3Xvl--GjzkdvJ2Bd9Tg
r-vRfM1Y7avSkxB5ZL368saQ	EATING	r-KSuZD50fuYVh8Qa3zafY9A
r-DisCkrxPi4O4kH-IWFUVcg	FINISH	u-rRdhtqePilOUbSjIJz-h-w
u--d2daWmftYumOaYpbD5D8Q	SERVED_ON	r-VKuxE-N_DJvmy9Vw2rTyCw
r-DkN1L3EFmxW_0L7CeY1-fg	DROVE_FROM	u-XgmEAWKBxlQ3vetV5ZXeow
u-Rg0sroYoSGcPh98VTuNwYA	REMINDED	r-j8l_RDcEz5z7rVdBnIx29g
Dirty	REMINDED	u-t0e6NZ9ssaSpJQnsD4GDmw
u-PMzZIU1oDxDD6B8dE3-mog	FINISH	u-7kfJk_NtOslC9jPk2Koz3g
u-7EDlw6THZ5viaF-P6Y_CEA	FINISH	u-2xFtQEr96FUtwQ48KsIvCQ
r-nomrNdSKNkGKPE6SBFz5_g	SERVED_ON	r-rMlElxVn8D5ZYa6z6GSv6A
r-iqvsRgwnumel7fsB3Lt8PQ	FINISH	r-aGN8_cXIM39L0fI-yXCLfA
r-nomrNdSKNkGKPE6SBFz5_g	SERVED_ON	r-3TgtF4SvYdchMA39otX34w
Sambar	FINISH	u-Vzp9gtV2SgBZEOnckCAExg
u-5SAuwOC7FX6dnlmgts_EoA	REMINDED	u-Sl7G-N4wNWgvuHufiDkekw
r-8B37MY9FXRVYdMDOKnO7MA	GETTING_FROM	r-JckCEB5nmwsYAe8_0lhtCA
r-JckCEB5nmwsYAe8_0lhtCA	CHICKEN	u-7qSOf2kaMWEhS544oIFR4w
u-sPmyLPv-ikA-aR1U6reTUg	FINISH	r-YKWooUqqqZNOeVzqFmsXVQ
u-wgkjjTkyLPXBq_JW3N-Zkw	FINISH	r-rRNqj8epasglHBgDGRbCPw
r-nWULDQaeQQYo6meLdQHjDg	CHICKEN	u-7qSOf2kaMWEhS544oIFR4w
u-rov-lYHzxAlTKcu9pRbN8Q	GETTING_FROM	u-kmC8nIGdQeLUOBCgRDzS8g
u-W7igKTvhP1eS2WwUhrBNOg	REMINDED	r-4wQepboUF2E_ctHFZ7uFMg
r-W77W48XgerisG1sOOJyL7A	CATAPULTS_TO	u-mRv0t_dmwWZzm0-gFBnRlA
r-SjpNIUVJkFbMYwnYcUo46g	EATING	r-v5-nIikyTAbkdjNLc4PwvA
u-5SAuwOC7FX6dnlmgts_EoA	CHICKEN	u-WBsqfXYQm6F2T0eMpCdaEA
Burgers	VISITED_ON	u-pXZu2slCZS3BbFyG_UCG5Q
r-nFmAlfwyP0s115UxacFYjA	VISITED_ON	u-3zdB0SSrXIDIgsrOmhdUtQ
r-o7cYgVoPYaLrJV9au86F5A	CHICKEN	u-7qSOf2kaMWEhS544oIFR4w
u-lMIm1Ye7BeVE21xqlImqEw	GETTING_FROM	Medu_Wada
u-WzbLvd-pyLwZQwAl__u22w	VISITED_ON	r-pB-eC9cvGuI-SqhLO625YQ
r-QcqyTDNt_y1LQktzJHEwGQ	FINISH	u-SVcQ8yqaLDmjMwPRDwQPaA
u-mMhGMBixFQKohgJoS-AH8g	FINISH	r-BWC41Lra-PGXOGPIQZ1ieQ
Yogurt	GETTING_FROM	u-0LUt7xSvYgLpL0zBezI5QA
u-72binVGkuOlQ5VAF7fgeYA	REMINDED	u-T1TI-1x4TJB7V-nJhaP_NA
u-NTWjKabDCS5KBryITdV72A	FINISH	r-iK6kdGYK0NC96eP0MT56hw
r-gPB4JYtJaKGuU9ikk6y7Yw	FINISH	Fancy
u-Aw6jIheWC5vO5B08B-dZJQ	FINISH	r-K2EyDtlSvpvLmpKuc1VNJQ
r-9Lgein7KsSwk3Tpro3CvFQ	DROVE_FROM	u--MUlkZydqw3_-ODWuZR-KQ
u-GaJHjbnfOsoxR61XbXDNBw	FINISH	Mutton
Payasam	REMINDED	r-O2tboF2766yHtc5eF6ZniQ
r-2RPCunrjQTGD4cYW6DRzpw	VISITED_ON	r-LDlo6zndFbVUx0ukhMDx8Q
r-AZQ21cTR4a4kc7hZZV_IEQ	LOOKED_LIKE	u-Ri3cu8XTnyA83pyJrzTMvw
Appetizer	VISITED_ON	r-46GrMV8DVHOaFONU5AYHBw
u-olilkogLmuKWp00F_8Au3g	REMINDED	u-WumppESSz94eIE7R0-uUrg
r-F3nBjdkChJuP1j8EqUwveQ	VISITED_ON	u-Rg0sroYoSGcPh98VTuNwYA
u-eeHkL577GLoekAV9TsTTkA	DROVE_FROM	r-W77W48XgerisG1sOOJyL7A
Vada_Sambhar	CATAPULTS_TO	r-wnHZKjrglm_65dFULTYNyg
u-XgmEAWKBxlQ3vetV5ZXeow	CATAPULTS_TO	u-pXZu2slCZS3BbFyG_UCG5Q
u--9RU4LuI_TfYgv9rBijJoQ	SERVED_ON	r-kIVdLB56Q7caOLV_RR0pFQ
r-7-ZbfkygJk7AuBOVyoD0kQ	FINISH	r-rf51eCj2rpnR8R7vZY6bZA
r-GQXZ_jZTd1Qwdj7opaYQyQ	CONVINCED_WITH	u-aMzH2Ev7prWMJ1UMJlndCA
u-P8jmRph25j1PxG6__HKDJg	DROVE_FROM	u-1mWIqaYBzZAoz9dElYm9dw
b-0cf-w9PK5gLkBkitL3bdqw	FINISH	r-EQOE-_GkkYdF48n523C92w
u-3zTJVMca5uNTjJYQf76d3Q	GETTING_FROM	u-AOvL-UrNpwqxf9zBJ4mN_w
u-h7jpFoGLgBtCUHpSt6QOrA	REMINDED	u-bLbSNkLggFnqwNNzzq-Ijw
r-o09pgK8-0Pd31ImH42OZMQ	REMEMBER_FROM	r-DkN1L3EFmxW_0L7CeY1-fg
Rough	VISITED_ON	u-Kp41QyEY4z9q48VdRPtdEg
Shrimp_Pekoras	CHICKEN	u-7qSOf2kaMWEhS544oIFR4w
r-af-JgPg3ifnI1fJzjsYPbw	REMEMBER_FROM	u-LyjEBN-9r5BLStzwBgIfXg
u--d2daWmftYumOaYpbD5D8Q	CATAPULTS_TO	u-BUezGOiuNFE10oQn4uKS8Q
r-16EquhLtluC7UeZRWdxjiA	REMINDED	u-g94Ml1oo2qQe_iGBJL8nAA
r-jNBPo0rCwIulfApFLVVjgw	GETTING_FROM	r-yYs7WnBMoZdYsKOM7DYpXg
r-16EquhLtluC7UeZRWdxjiA	CHICKEN	u-7qSOf2kaMWEhS544oIFR4w
r-uPSlxJP8RD26tM0ecVy4Mg	VISITED_ON	Vegetable_Biryani
r-pB-eC9cvGuI-SqhLO625YQ	PICKED	u-LyjEBN-9r5BLStzwBgIfXg
u-2p7wg_4xvgs8nWLkrU-puQ	DROVE_FROM	u-7jw2VAbnGkr0GF6evuvViQ
r-16EquhLtluC7UeZRWdxjiA	PICKED	r-lnyXTjYNpMQhQjUbtij8fw
b-qcqDjeirxvdgW5kQVkEwSA	REMINDED	r-kUVQt1kz-0f9bGBvScWcnw
r-6iYuO2eDWIIPbT21k1cLxQ	REMINDED	r-AFe8p8lqx-q4gPSkRQTeVA
r-Ducw9Rx8_NiJT3ysGOv7bQ	GETTING_FROM	r-SuLSMFVvTllJ6Xwrh5IuVA
u-6ZUqLWRcu1ZuhUyZK1REgA	VISITED_ON	r-nWULDQaeQQYo6meLdQHjDg
u-nwU4t2g_SoWUIxitKUnSPA	GETTING_FROM	u-yw85-9lSB5H9jF8pBCA3XA
u-tRmW0n2d_Q4c_TXqfUSINA	PICKED	Vegetarian_Dish
u-PE9yqaVR8LW3KRKHIJuXWw	VISITED_ON	r-buUZ8lssJrqB6TzyHNSlvQ
u-BuoeBRpUhNZud9LPycrMWw	SERVED_ON	Vegetable_Biryani
r-XtMXDKsDQZlOVhxwOxTCBg	REMINDED	u-4T0cBpmbAaMJu5d5WNuQtg
r-SuLSMFVvTllJ6Xwrh5IuVA	PICKED	r-csPmOCum83zGAi4FGlJerw
r-0-stf0NJOCI4SvVG86gqYQ	REMINDED	r-rtP3R9Y-YINF3Nzs4JlT4A
u-X9sQEge15Ud_UyEoIk-l3A	REMINDED	Rice
r-QxN18Tir1rs6qslWAFDDuw	FINISH	u-kcbsddhU89td4W5aB2UCyA
u-S9F2a5MxI22ke1LX7JnIxg	LOOKED_LIKE	u-A05HPjCOyhV9j7vn_dk7UA
r-pX2pe-fnU1i2xzs1ght1mA	VISITED_ON	r-wnHZKjrglm_65dFULTYNyg
Cottage_Cheese	VISITED_ON	u-mRv0t_dmwWZzm0-gFBnRlA
u-z2YVGKKcup6mjQmDQ6arEg	CATAPULTS_TO	u-pmeGrUv6S22pf38FTRYCzg
u-Rg0sroYoSGcPh98VTuNwYA	REMINDED	u-4T8X9Nss9bV6I_AdHNmTYQ
u-kSulFGjR0VAT5ObFqttWBQ	GETTING_FROM	Meetha_Paan
u-8BJ4VEi11-XN8a-rqjo3Qg	REMINDED	r-4NPXVZMS8RtoWjqVQtCvWg
r-rIpdTKwALAl9MeJWl34HNQ	GETTING_FROM	r-XrIGPT_Uy-8Y89E1XrbCQg
r-LYLX0tRMgiu1i6rFN0ylXQ	GETTING_FROM	u-UAULEDfAO5LMZh5l4bIVJw
r-aMqvEYQmnkmMqjaEC4K9kQ	GETTING_FROM	r-SuLSMFVvTllJ6Xwrh5IuVA
u-5SAuwOC7FX6dnlmgts_EoA	REMINDED	r-ZxuWMGV0pDPQ24z_8AoTiA
Vegetable_Biryani	REMINDED	u-Zgy8qybNJfjWOI7mBI08Vg
r-dkcgu0cstw04dC5Jva7RHw	CHICKEN	u-WBsqfXYQm6F2T0eMpCdaEA
r-kIVdLB56Q7caOLV_RR0pFQ	PICKED	u-0N0Dvd3OQ3uOf7icQA-mkw
u-aEdwKSzDnHIadYuWya5y_A	CATAPULTS_TO	r-Vjw4CEZpp6ZHCWAAUHAjqw
u--d2daWmftYumOaYpbD5D8Q	SERVED_ON	r-rlVAMQXX4H_diXQ5UPt6IA
r-Hb09_FIWLdMDpRBXeUHVuQ	DROVE_FROM	u-DSM73RQ4huvuYjI4azX7dw
r-j-70ocGDkzurm4Tra7tzJg	FINISH	u-3ITM3PW5Vm66UaomB2lm7w
Quiet	PICKED	r-7BEYqR-rrGUMRvVhf7fa1Q
u-mhv4dJ4lvGlYpfZ1RK10MA	FINISH	u-Ibk2kY59Tq5nUrePO1sRXw
r-Hb09_FIWLdMDpRBXeUHVuQ	DROVE_FROM	u-mQM_puoEd2BlbELbMqftXw
r-flVU2i3wIlr8MiQd81NZjA	REMEMBER_FROM	u-KPrKmiwOSy_OuYMz75kW6A
u-gJqr0dtJQHt6CAzcm-n8lQ	PICKED	r-X83ImidV3lOMdxYHobVBNw
r-TefEe6l0yMyYtlnCym-j5w	FINISH	u-Xxvz5g67eaCr3emnkY5M6w
u-TotJG9Wuji9m5m3KhLWajQ	REMINDED	u-LJ4wHFavaek4WJw68jeKWQ
u-UkiH9FHWesHo3dmwikKWsw	FINISH	Masala_Curry
r-VOl3Xvl--GjzkdvJ2Bd9Tg	REMINDED	u-XFoGm5ayOBBJqqSuiRuiFw
Bhel_Puri	REMEMBER_FROM	r-hBtARTtkV04Xo1QfxxFi6g
r-Hb09_FIWLdMDpRBXeUHVuQ	DROVE_FROM	u-PS57qKDqNUlsLlsOxF00qg
u-CIKD9oMj-qTZ3zDdgFW5_Q	FINISH	u-EttcwtTCziTRgzGupJWiIA
r-9O9iuyDWyXcN61HiZTs3Ew	FINISH	u-uJ8vU_PYpcj9V8_wGfGyhg
Ample	VISITED_ON	r-o7cYgVoPYaLrJV9au86F5A
u-Ze4LuyVL_N-qPvqJJQSKEg	EATING	r-9Z3GwYwvQml-ta18H2sBsg
r-zw4hMnjY3BUXoI_jefW1jw	VISITED_ON	r-16EquhLtluC7UeZRWdxjiA
r-AZQ21cTR4a4kc7hZZV_IEQ	CHICKEN	r-Hb09_FIWLdMDpRBXeUHVuQ
u-FGJKvZht_SVpSZY7nC066Q	VISITED_ON	u-mRv0t_dmwWZzm0-gFBnRlA
r-SuLSMFVvTllJ6Xwrh5IuVA	REMINDED	r-1sZGz2a9hazqgFJ-G5LSHQ
r-kNLsCqw3kfHDpSsg6tsCOg	VISITED_ON	r-kIVdLB56Q7caOLV_RR0pFQ
u--MUlkZydqw3_-ODWuZR-KQ	SERVED_ON	Lamb_Shank
u-pmeGrUv6S22pf38FTRYCzg	CHICKEN	r-VgUQazY0p6F9drCWZ0ho4A
r-3BCm4HxXU2qdDdlOWjFz2g	VISITED_ON	u-UAULEDfAO5LMZh5l4bIVJw
u-U7Ci8rSIpWBvuPu4pWpoHg	VISITED_ON	Buffets
r-wnHZKjrglm_65dFULTYNyg	REMINDED	Bindia
r-W77W48XgerisG1sOOJyL7A	CATAPULTS_TO	u-O0evs8847ecEkeFMEuK4PA
r-Zy80Ig9Atjo0MSDXXzZEiQ	VISITED_ON	u-eeHkL577GLoekAV9TsTTkA
Food	DROVE_FROM	r-WbGSlBjVvkVVu0B1CcRKcQ
u-u8EdJBls9DqAY0tN8FheAQ	VISITED_ON	u-72binVGkuOlQ5VAF7fgeYA
r-YhKISWlpgcTDNibM38j6_A	FINISH	Maharaja_Bhojanam
r-EldvGtlWb5idtBhN8zwHdw	VISITED_ON	r-286WxNrQsUg32J9OJrxYBw
u-0LUt7xSvYgLpL0zBezI5QA	REMINDED	u-AJpmz9nHVf-Prm5l0U0bNw
r-ranTwwiHFn2k0u-3e9Ok_w	DROVE_FROM	r-WFurjGZiGZLwqEno9Q9m7w
r-zfPfqvpnG1BKHQH2yGg4ZA	CHICKEN	r-Hb09_FIWLdMDpRBXeUHVuQ
r-vGXHS-vAaufHpzeUelh4xA	CATAPULTS_TO	r-T9NHVkcY-_NTdQi5tRX9Ng
r-5689r9XeWYe9ssxg6YYBAg	FINISH	r-bLelUHGsy-3I5CtM0eGGxw
r-2qpFyx9Y6CNhhixMu79jHg	GETTING_FROM	r-GQXZ_jZTd1Qwdj7opaYQyQ
u-eeHkL577GLoekAV9TsTTkA	DROVE_FROM	u-r3-LjnU8ABaDcbc7pHbj0w
u-O0evs8847ecEkeFMEuK4PA	REMINDED	r-x_f-qeieliYFW_jDaacZxA
r-0f4tmYg_FnhLGwXs0uTWGQ	FINISH	u-_2w5OFh59pDWHPtQxwDuDw
r-6gEeSVTkSkjhbeMpAdUNqA	VISITED_ON	b-qcqDjeirxvdgW5kQVkEwSA
u-BUezGOiuNFE10oQn4uKS8Q	CHICKEN	u-7qSOf2kaMWEhS544oIFR4w
Unsure	FINISH	u-ZKgw-JJ8ZLKzDe5N1sNccw
Vegetable_Biryani	PICKED	u-ZbU40C9od3CA2CANZJ-LQg
r-3TgtF4SvYdchMA39otX34w	CHICKEN	r-Hb09_FIWLdMDpRBXeUHVuQ
r-zerZabI-xjJAbX5YhrbIdA	REMINDED	u-5H-pw69ccRDyoFnjwV9vNw
r-gU70Upa0WYM76nYVSJ8yaQ	VISITED_ON	r-zerZabI-xjJAbX5YhrbIdA
r-U5AAVIZPGCpeXkxB-IIf0Q	FINISH	Wednesday Evening
r-csPmOCum83zGAi4FGlJerw	DROVE_FROM	u-r3-LjnU8ABaDcbc7pHbj0w
u-s0nwBIZHDEPmymCKZ5tMKg	FINISH	u-ire43sdJVaGqysuRkyVOHQ
u-h7jpFoGLgBtCUHpSt6QOrA	PICKED	u-nszzLIrhrbJRDNOX0W50Fw
r-Hb09_FIWLdMDpRBXeUHVuQ	DROVE_FROM	u-SuD01Q2izoPoI8-Xdv98yA
u-PPwSn3eYtbX7DnjmNDqjlg	GETTING_FROM	Food
u-7qSOf2kaMWEhS544oIFR4w	DROVE_FROM	u-aEdwKSzDnHIadYuWya5y_A
u-0LUt7xSvYgLpL0zBezI5QA	CHICKEN	r-Hb09_FIWLdMDpRBXeUHVuQ
r-FrzNWQ_6VTm_K3icfPqcdg	FINISH	u-wlc3ueOUwo5e3NFqeVWeDw
u-BUezGOiuNFE10oQn4uKS8Q	CHICKEN	u-IgjjNyJt8l_SKcl0KPYgVA
r-4L5l9We1lYdkxh0GZDlYIA	FINISH	u-WRefLj6kTMRVNkNenCP01Q
r-OjyyZfNB51118L3-1T0_Sg	VISITED_ON	r-rlVAMQXX4H_diXQ5UPt6IA
u-tRmW0n2d_Q4c_TXqfUSINA	REMINDED	r-Wf6qHt3Q5OZpxRuMkt35BA
r-Q2eGO2M-T9JBGvPLpV1g-w	REMINDED	r-8H7gCpqkoMXlAmOrEWeDLA
u-5SAuwOC7FX6dnlmgts_EoA	PICKED	r-gu37kt8vVvLE7E4xB3yUwg
u-j3ZvzHEbsGwzlA53tgvXXw	GETTING_FROM	r-wnHZKjrglm_65dFULTYNyg
Lamb_Dhansak	GETTING_FROM	u-BUezGOiuNFE10oQn4uKS8Q
u-UAULEDfAO5LMZh5l4bIVJw	REMINDED	Issue
u-FPmxLtMPlYDyeIa2f3N4qg	GETTING_FROM	r-zerZabI-xjJAbX5YhrbIdA
b-qcqDjeirxvdgW5kQVkEwSA	CHICKEN	u-7qSOf2kaMWEhS544oIFR4w
Quiet	PICKED	u-3aGRbM1U4iABY7CLsMOxFQ
Vada_Sambhar	CATAPULTS_TO	u-S9F2a5MxI22ke1LX7JnIxg
r-05uRuO_r1rTWQ3ZsZVO8yg	REMEMBER_FROM	Saffron_Rice
u-mRv0t_dmwWZzm0-gFBnRlA	PICKED	Roti
u-yCv2y75e_ToyACznsRETvQ	FINISH	u-Rove-_SK-PAezQPQS7cnaQ
r-8Tlar4gw9xrd6JsXSF5m6A	VISITED_ON	u-S9F2a5MxI22ke1LX7JnIxg
r-6nnnIi4nr02cflv25lQ5fQ	FINISH	u-3c3aNHGUPDwFZhxCe-p8Ag
Egg_Rice	REMINDED	r-u4KtJ-VSg4WyLSKy2bbb-A
u-O0evs8847ecEkeFMEuK4PA	PICKED	r-luTf7MjCEOrBu2A-RGQNtQ
u-Ea9aNN7dtf_Wa7CgbifuWg	FINISH	Chickpea_Curry
r-LldAy96f5P6X5GxzmoXoNQ	VISITED_ON	r-dWk_YkzguQVfSEBetOPUTw
r-50MWV7Swnn_O0tkvKewCgQ	GETTING_FROM	u-4lvyTtfuz4a1NuOwH22jMA
u-xneOtZp6CfskRuBEy3hIXw	DROVE_FROM	u-r3-LjnU8ABaDcbc7pHbj0w
u-r3-LjnU8ABaDcbc7pHbj0w	SERVED_ON	r-zfPfqvpnG1BKHQH2yGg4ZA
u-WBsqfXYQm6F2T0eMpCdaEA	DROVE_FROM	u-z2YVGKKcup6mjQmDQ6arEg
u-Dg0gpiS5Em0CkICCAZRkag	VISITED_ON	r-rMlElxVn8D5ZYa6z6GSv6A
u-2wKnvn68eWybc7ID-7UQmQ	FINISH	u-lQeZwk1RkY0HYJifEVBxFA
u-eSqCqWxdazlz9KGlNC7g_g	REMINDED	r-LnVO6ewXF72cq_VuaUiKpg
r-LclddwavTwdTwxCgSfmNGg	VISITED_ON	Lamb_Shank
u-oWDwJvCXkntjhZ4-gdz-WA	FINISH	r-2W2OQYkqY58hxMluYxEuDg
r-IsX2uIp6D1fpI5jQ6nv7RQ	PICKED	u-nszzLIrhrbJRDNOX0W50Fw
r-nhVESK1aZbzpQ4aJG4s7Bw	FINISH	u-rBdepiLZ9ltXnesSO7FzTg
Chicken_Tandori	FINISH	u-CZtMAdbPtY_dDrUYpzHHRg
Quiet	PICKED	Ice_Cream_&_Frozen_Yogurt
r-Y0ECu_eAJ6iXq6BI_Cb4UQ	DROVE_FROM	u-o_egMf0KdocL01Tp3f3N7w
r-LBMH067jwhB6opyW1rpauA	PICKED	u-FwgT_pZzsLCRPROEonT0fQ
r-buUZ8lssJrqB6TzyHNSlvQ	CHICKEN	u-IgjjNyJt8l_SKcl0KPYgVA
r-LwK60Lj00GBNprAP_LMJ2g	DROVE_FROM	u-7jw2VAbnGkr0GF6evuvViQ
u-pmeGrUv6S22pf38FTRYCzg	PICKED	u-xneOtZp6CfskRuBEy3hIXw
u-kXIBJt6hhonsnyXgTpTFqw	VISITED_ON	Dirty
u-7jL3l2fLoMIYPCBqhByagw	CHICKEN	r-Hb09_FIWLdMDpRBXeUHVuQ
