subject,predicate,object
b-qcqDjeirxvdgW5kQVkEwSA,HAS_MENU,Chicken
u-FwgT_pZzsLCRPROEonT0fQ,RATE,b-8grTRpmD9JYRPWayoLxg0w
b-DeI4KqEeWy0cTdh7Wy5_RA,HAS_MENU,Chai
b-0Hy2VE9tqTo4QbovMz3xrQ,HAS_REVIEW,r-KhLtvFqpwfljHlFzwi5QEw
b-MMOEaEcq-bsg_RYWHSC4_g,HAS_ASPECT,Service
b-XvuUYiJYAAiNC4AmdbBZ8g,HAS_REVIEW,r-1r1twrfU62UacblmOo370w
Service_Inefficient,ASPECT_ATTR_FOR,b-P4h8kgy_48oE9vCHJc4BCQ
u-2xFtQEr96FUtwQ48KsIvCQ,WRITE_REVIEW,r-BeYJ0oDiTLaWk3Ye7mcROw
u-BfdVxHlKpNvW8iVzEwVQAg,ORDER,Chicken
u-9kO-feVTNdDRYIP_yM2o6g,WRITE_REVIEW,r-Mm8UYRoyuqrRVGyI5C8eAA
u-8oml7qh4oTsted_TNMzH6A,VISIT,b-GC9Re0tKAnecMww3DB638g
b-y4z0iQZWN4R2Fk8SiPQU5A,HAS_MENU,Sauce
u-hHSjcM-Q2dv8e5QXk_1-bA,VISIT,b-W_9ophRRWO924hn1S-y2Hg
u-BFVK5gn-MLkElqnsGGv9bg,RATE,b-35KvoWbA3kEsdckaWqG3OA
u-P54nt3IxiKjFczxMzWBGQw,VISIT,b-Dd1w7xR7Xs3bthwusgy33Q
Samosa_Tasty,MENU_ATTR_FOR,b-gXLiBVCHIqoPEw2CaP3QmQ
u-u0ZIoHFTYoGxhxy7H608Jg,VISIT,b-SxuD7iY8QO88PNbSdNmNKg
b-gsc1j3RZQdScBnULSwaV9A,HAS_REVIEW,r-lG6SFUTheQCPbhHRiIR5dg
b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_MENU,Chicken_Dish
b-5eDg_Y2N6aU_k7tIxoFXTg,HAS_ASPECT,Staff
u-_-dxjQHV1ubJ2CIvmQrHSg,RATE,b-Eu-M3y8a5bIxIRXlCj9yHA
b-_PKXarw3GjlbwbXhjdpUMA,HAS_MENU,Rice
u-CB8HcIxCmadtVtz3I6ecfg,RATE,b-XvuUYiJYAAiNC4AmdbBZ8g
u-RMrZkLDre6UGVgTVPbE3Uw,WRITE_REVIEW,r-j3LumSrsgPBWdS67zf_n2w
u-550PQtrBHqSUjafvzVzEsQ,RATE,b-idrN6XWKErG6nKDsEMNbOQ
u-c8qFkI_VusWo0xZvkjfBWQ,RATE,b-3frFidAcPVYAFB2RxxkIdA
u-Yk3G57N4a3-k8edIKESrrA,VISIT,b-eRZuxjnaMviiVyvhejwTBQ
b-BoiAZQB9AHRvazM055GFOw,HAS_REVIEW,r-y5i1bnvKW8PutGq_Q5n3Nw
u-RqN74rVpzQOXMPPy9bzHYw,WRITE_REVIEW,r-yRmwZhXAYbaoxLjOeY4F1w
b-Dd1w7xR7Xs3bthwusgy33Q,HAS_REVIEW,r-YkLCArOfzN3MApJbowtQEg
u--1aYNZASC1lkA09LJtfNAA,WRITE_REVIEW,r-xaRkJiND5sdLMAldgqCfwQ
Food_Delicious,ASPECT_ATTR_FOR,b-LZWXP-D4YPlzsFjVx6b9XA
u-4UbD7IYobTn01fbL6GHB-Q,RATE,b-OZwMMnRncrp7_uC-N3vV1Q
Naan_Fresh,MENU_ATTR_FOR,b-vZu3xxlMQSqFngDgdFLfXg
Beers_Warm,MENU_ATTR_FOR,b-LZWXP-D4YPlzsFjVx6b9XA
u-EnIJz6JaLgPE4JA8eyZjbA,ORDER,Cauliflower
u-7iuTimE5BS7aRsknKvWwKw,WRITE_REVIEW,r-iwOMS1n3YMWMDh1BGf3TXg
u-I_hZOak13ydnfXV1nJPDTg,RATE,b-dg4EMyM1feTEWfLPSbunrg
b-qcqDjeirxvdgW5kQVkEwSA,HAS_REVIEW,r-510pZ8sH9fo8zmmm8fKIJg
u-ebDyKTggFXO7YfJmWyswRA,VISIT,b-CB99Ifh4OnBTnuNdRjj_fQ
b-eRZuxjnaMviiVyvhejwTBQ,HAS_REVIEW,r-aXY4i0tYtmlNVKnec0bHaQ
b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Chicken_Chettinad
b-ICUCAzUZFiWkYs7iCtNCQg,HAS_REVIEW,r-R-VmOVmjWuIuL_c8rEnwtA
b-xYpAg60oZVbOtSYgrOKBgQ,HAS_ASPECT,Service
u-RHthJ9cMSYjfbFZ63XkJ4w,WRITE_REVIEW,r-6e_vzm5DnpyHoGcUkTPQdg
u-_XJkJkIOPJVsYU6vVmpt3A,VISIT,b-geMa0_CtMOctkUhf_JXK9Q
b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_MENU,Naan
u-O4F1_e9MLVO7AKeGDWg5uA,RATE,b-geMa0_CtMOctkUhf_JXK9Q
u-5B6sAYLSEv48LIDe7M8hsw,WRITE_REVIEW,r-cXH7o_BjoKo_ALLlabm3rw
b-XvuUYiJYAAiNC4AmdbBZ8g,HAS_ASPECT,Price
Mutton_Dish,IS,Mutton_Dish_Sublime
b-pU7L-CQpl4syUwfEGAlb8g,HAS_REVIEW,r-v3iBePMr1cUvWY7lKlQUHA
u-pqrLANAdicCfsD_Hrdy4Xw,RATE,b-DKqhCd3Vwl3CEo8vUHhLYg
b-RE4qn28MEiDrM1PbdYVgxA,HAS_ASPECT,Service
u-CtBx4yk_QM8ClITgw94TPQ,RATE,b-COfzp0tze_F8N13zn40zzg
u-rYJZokgSX-RwOhbOsQrMfA,WRITE_REVIEW,r-gPB4JYtJaKGuU9ikk6y7Yw
Sauce_Break,MENU_ATTR_FOR,b-oVuZtlCFg_zF090Nhtp0Ow
b-j9YFHVQqxM_qKHIc4nck-A,HAS_ASPECT,Food
u-MFnXQb1R1IGLL_-W4oflJw,RATE,b-MgsOZpYSntKSCzNROiWgYQ
u-xCAwgus9fWEIrv5GvwykEQ,WRITE_REVIEW,r-0yxUoy57b-8cHJEwlqjhXg
u-Yae76vQiZ6kNOUxwF3VAuA,RATE,b-W_9ophRRWO924hn1S-y2Hg
u-J1maxb_SF5z6uEpS86HMbA,ORDER,Naan
b-kfwpXBsMQLqhUvscWB6b9g,HAS_MENU,Paneer
u-2XrLB9n3qkEQjbXpcu7GSQ,RATE,b-5VOqWjRXUPc7b1A_NSI9mQ
u-SVcQ8yqaLDmjMwPRDwQPaA,VISIT,b-DeI4KqEeWy0cTdh7Wy5_RA
u-ONRLfyEi7-exqKlfWiRC4A,RATE,b-CvOxwAhmwwy3sQRKYVAjGg
Food,IS,Food_Excellent
b-p-J9iJgeHmPGk2jFAM0WnA,HAS_REVIEW,r-Yj_vrD0GWk44BBM56wgNdQ
u-XOpLAPBPAKeO1eiwJ9Qq2Q,VISIT,b-c4qE3ygdEQUD9dZjganavA
Staff,IS,Staff_Friendly
b-f7RXwcus_-EOsR0q5ctVjw,HAS_ASPECT,Price
b-scM6rLQqoz5dEIgwz_JFsg,HAS_MENU,Tikki_Masala
u-yw85-9lSB5H9jF8pBCA3XA,WRITE_REVIEW,r-gr3nmXBi329bV_27JNIcEw
b-7xA6iSP0Ndn08tpBFQtUKA,HAS_REVIEW,r-acGZIee8FpaLfMXn7z7_eg
u-Lq-xlj_fZFnd1vThnsPFxA,VISIT,b-SxuD7iY8QO88PNbSdNmNKg
b-De8Z9rLZOmf-icp3gDxCZA,HAS_ASPECT,Service
u-YOOxRK3TDBJMOcxS3qNQ7w,WRITE_REVIEW,r-fwHbbLxwP_6qEjI2CZXo7w
b-5eDg_Y2N6aU_k7tIxoFXTg,HAS_REVIEW,r-TC708BQbVtbGyyPfMvfS1A
u-SbSHwzUNvdc__ncxruYsxg,WRITE_REVIEW,r-O9EWeoDq4uPzOwo7zVs26g
Naan_Fantastic,MENU_ATTR_FOR,b-3wJ4kJsJhayyfJ30HsS04g
b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r-AZQ21cTR4a4kc7hZZV_IEQ
u-w76bION8x6C2p1EYWx0O6A,VISIT,b-k9PfKE7KfztoMpOSx25UpA
b-scM6rLQqoz5dEIgwz_JFsg,HAS_REVIEW,r-dOia06kdQ7EyTG2qo1sD5A
u-HyFuBOroRe3pTYc79cfTwg,RATE,b-Q8uwArm4h8bhsqxw84Gd8w
u-6AA1GvMABY54hfHBEoaJoA,HAS_FRIEND,u-eOFCBU-PUTEX5UC4dQxCqg
u-WbMydvvPABgqnaPUnQMOaA,RATE,b-gXLiBVCHIqoPEw2CaP3QmQ
Service,IS,Service_Good
b-0zTLMQOZhiCp9GFtegiFsw,HAS_ASPECT,Service
u-49j4mN81moEbq3oyi_oB4g,VISIT,b-gw0ZS5b5RP3Lzr1BoCbALg
Food,IS,Nice
u-7uNESKhTlge7kCN00u5LPQ,RATE,b-CvOxwAhmwwy3sQRKYVAjGg
Service,IS,Service_Friendly
Tikka_Masala_Good,MENU_ATTR_FOR,b-hubbaEcYPYEZu5Ziz6i0lw
Food,IS,Food_Delicious
Staff,IS,Staff_Rude
Tikka_Chicken_Dry,MENU_ATTR_FOR,b-hubbaEcYPYEZu5Ziz6i0lw
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_REVIEW,r-qyOBdo23hOV0MnnEPgDXDg
u-LT836QnQtq3FhntKQ71J2w,RATE,b-BoiAZQB9AHRvazM055GFOw
u-aQXwvE9GXXNuc4WM1gPwpQ,RATE,b-Pzs43Fkub-6A9hA1zqpF_w
Taste_Amazing,ASPECT_ATTR_FOR,b-geMa0_CtMOctkUhf_JXK9Q
u-2dS8ZrOmkdMMHayU-b9ntg,RATE,b-kfwpXBsMQLqhUvscWB6b9g
u-9aWvlYoTKBYKEqjRYjuZIQ,VISIT,b-vCx6uieEF0W0mKFK4sT3Yg
Chole_Bhatura_Authentic,MENU_ATTR_FOR,b-Dd1w7xR7Xs3bthwusgy33Q
u-FJ2yu9Pf5LIYcncoRKyzFQ,WRITE_REVIEW,r-XTH7Qs2Dlm3PAq8E3Qdncw
b-kG0N5urz2lkPEBDPjqFR3w,HAS_MENU,Chicken
u-FQzMahuwloL7r44Gl_lNNA,VISIT,b-xA6L2w_TlbxHubb1xeBE8w
Service,IS,Service_Good
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-uCP6RQbM3-G9WYxN-r27Yw
b-LZWXP-D4YPlzsFjVx6b9XA,HAS_REVIEW,r-YEP_pQoaSGTSADk5axoNtw
b-h-psPOmlY0mCOflb3S3rdQ,HAS_ASPECT,Food
u-xH63knKaVhclXU2gSP1q_A,WRITE_REVIEW,r-A7BaUgkRbt4fzc-lAUxMqw
u-t_fiqKCMYUXa9aahze1qFA,WRITE_REVIEW,r-Hh6i3Juca1Kmkyumi80nFQ
u-VDsO7_0AOpC9y6P_X6f2ew,VISIT,b-bO_JX-lDo5D5JGZhK5Ly3A
u-eOFCBU-PUTEX5UC4dQxCqg,RATE,b-gw0ZS5b5RP3Lzr1BoCbALg
Service,IS,Service_Amazing
u-kUD77QH9F3LHa6lSHVsp8w,VISIT,b-Pzs43Fkub-6A9hA1zqpF_w
b-XNL6PRXaQxyDO2yeBdy11w,HAS_REVIEW,r-oTTRRna-Fo4TdtKcqP-7YQ
u-YFHrehv9nlluLMmn7eUUqw,ORDER,Bullet_Naan
u-E3-bcRsTtyICecnHxJOGlw,WRITE_REVIEW,r-VgYBoXfFCHs_PUoUpR5Smg
b-COfzp0tze_F8N13zn40zzg,HAS_MENU,Bread
Staff_Welcome,ASPECT_ATTR_FOR,b-f7RXwcus_-EOsR0q5ctVjw
b-P4zWgzYzy03D9LeDTpKuDg,HAS_MENU,Sambhar
Bread,IS,Fresh
u-5wT0vDycEzgq95yVCZ60Aw,HAS_FRIEND,u-YwaKGmRNnSa3R3N4Hf9jLw
Naan_Good,MENU_ATTR_FOR,b-V_jIfMz9Z7a5mthleRq0_w
Chicken,IS,Chicken_Tender
Naan,IS,Good
u-DNlzbI54zCOa4to-vTWBJQ,RATE,b-5VOqWjRXUPc7b1A_NSI9mQ
u-2puNEs4P-Scvsqvgi1HLyg,ORDER,Boondi_Raita
b-S4qUsi44l5D9BbUCkhwQEA,HAS_REVIEW,r-1On9Cnuq6xzs-EMdixX-pQ
Samosa_Tasty,MENU_ATTR_FOR,b-gsc1j3RZQdScBnULSwaV9A
u-h3q-Y8pf1-_0jKgdEj29Uw,RATE,b-qMw7mFHAjgG7qN82aXmeZg
u-Eb6TPevViIzBy8ApjPtuqw,VISIT,b-DxbdfvNYPCyiLJDDPJK3Tg
u-4Ulth8arI72deJgP8fHxXw,RATE,b-j4ytRzcmtU4cLMBrhY7jMA
u-Na7xuGDsbPUdtGp8fIzJsw,WRITE_REVIEW,r-0URwRzJ9He5VvgZl9Uqysg
u-rVi5NvoVDH3Lyk0HPFGdRQ,WRITE_REVIEW,r-psyomeO2rMA9N68YXHHslQ
u-dx2ix1YxITAXjOen0GigPA,ORDER,Veg_Thali
u-_TcEFH5wuD34G_wkIFPVbA,VISIT,b-0cf-w9PK5gLkBkitL3bdqw
u-YA8a8GgpdpBANRHmzbbaXQ,WRITE_REVIEW,r-M7jRUJnVw-TA3mEdu7ug7A
Medu_Wada,IS,Medu_Wada_Good
u-BynpqTILMY4OLLG9PgrKzQ,VISIT,b-5eDg_Y2N6aU_k7tIxoFXTg
b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_MENU,Tikka_Masala
b-SxuD7iY8QO88PNbSdNmNKg,HAS_REVIEW,r-o7cYgVoPYaLrJV9au86F5A
u-eH8d9DWhavt7Aequ_0bafw,VISIT,b-AZKhBlrI5vgTBm3j9WwnbA
b-p-J9iJgeHmPGk2jFAM0WnA,HAS_REVIEW,r-8KxJlmV-Tlp8V95r5FGYKw
Pickering-Canada,LOCATED_IN,Canada
b-mOsKIonnlHllP9gfbXdgnQ,HAS_REVIEW,r--wnPnJmFAC_G3peJb_8pIQ
Paratha_Fresh,MENU_ATTR_FOR,b-8PZGCtgG5MZKvz9i3B9gCA
Ambience,IS,Ambience_Well
u-bgsRsyzWXIaUM4VrcXI5xA,VISIT,b-0cf-w9PK5gLkBkitL3bdqw
u-FcufsSaz59BJtNv3ibL10A,WRITE_REVIEW,r-nXTB2v-9quWXkWOB0sEdjg
Naan_Fresh,MENU_ATTR_FOR,b-qhKNZTtTT6GLnPzQny-v9Q
u-_qghHnjFaQNgmRRUCHwopQ,VISIT,b-j4ytRzcmtU4cLMBrhY7jMA
Food,IS,Food_Delicious
b-Dd1w7xR7Xs3bthwusgy33Q,HAS_ASPECT,Menu
b-3frFidAcPVYAFB2RxxkIdA,HAS_MENU,Lamb_Curry
u-Ea9aNN7dtf_Wa7CgbifuWg,ORDER,Garlic_Naan
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-MBXdTn2MLzNNzhsVok_DzQ
u-U8fdPp1kx-yd7Zvx9feGxQ,VISIT,b-Dd1w7xR7Xs3bthwusgy33Q
b-gA4bnK91phT5FTzG4ki3Dw,HAS_ASPECT,Service
u-oa0ddO4U3KgSAd4i-l-e4A,WRITE_REVIEW,r--ZxkSga94EVnCJzer_bZCg
b-35KvoWbA3kEsdckaWqG3OA,HAS_REVIEW,r-UQFy7eW2_wuLzQJqXpZS-Q
Food,IS,Food_Tasty
b-gA4bnK91phT5FTzG4ki3Dw,HAS_MENU,Lamb_Kebab
u-H7x9sZ0aXkI6zU1yy6NuEw,RATE,b-GC9Re0tKAnecMww3DB638g
u-rzSpxatBhTjw7vzT1h2yMA,RATE,b-sUGlSS0AF2xPYFEjvKJbSA
Ambience_Good,ASPECT_ATTR_FOR,b-Ksk5cLav4OtbUtpRGp5b4g
u-S14MK30NQdqgrO7ygTCQlA,RATE,b-Q8uwArm4h8bhsqxw84Gd8w
u-FHT3KO3LL0aDhxUq5fVVIQ,WRITE_REVIEW,r-aA70kQmmy1GZDb3o1JbzAQ
Staff,IS,Staff_Friendly
Food_Good,ASPECT_ATTR_FOR,b-gw0ZS5b5RP3Lzr1BoCbALg
u-rhE4gLtM0gb3XLwSz6HPCw,VISIT,b-bO_JX-lDo5D5JGZhK5Ly3A
u-Xd-3racucNVUv1_SVxfvgQ,RATE,b-DxbdfvNYPCyiLJDDPJK3Tg
b-ZNdV9ytExuxPTXSN8i2xhw,HAS_REVIEW,r-VRdosIEwymTDiACiE2kBcg
u-_owXvZK3K_p5vEidEaUQhg,WRITE_REVIEW,r-Qlud6VswYd_KA7rT40reeg
Food,IS,Food_Expensive
u-2dDK-DlISX1G22GJAlImiQ,RATE,b-xYpAg60oZVbOtSYgrOKBgQ
u-_t3BJzyGaqr9mcDazYiYAQ,WRITE_REVIEW,r-BWU99bk6WiyGkAoe_i0e-A
b-7vgWonwfqRt9pxR1c00Ulw,HAS_ASPECT,Food
u-tB5TYqLSZBSIY2RlEOMkPQ,RATE,b-0cf-w9PK5gLkBkitL3bdqw
u-xA1Ak4QJ_WE_8Nadpi8IhA,WRITE_REVIEW,r-MUzp1gnGiaEyVaYqOj7L2Q
b-DJuQgsoj-qmU0i5iTAa4aA,HAS_REVIEW,r-4vjVBJGE4HyLkWzka2B0XQ
u-up-mcezRNykPU1RvfNFt0w,ORDER,Dinner
u-e9dm9VFdWeXwhCfNzvRBbg,VISIT,b-f7RXwcus_-EOsR0q5ctVjw
b-Q8uwArm4h8bhsqxw84Gd8w,HAS_REVIEW,r-YPvG7-WajeuEOyxhAw1e5w
b-y4z0iQZWN4R2Fk8SiPQU5A,HAS_ASPECT,Food
u-5B6sAYLSEv48LIDe7M8hsw,ORDER,Pad_Thai
b-y4z0iQZWN4R2Fk8SiPQU5A,LOCATED_IN,Toronto-Canada
b-qMw7mFHAjgG7qN82aXmeZg,HAS_REVIEW,r-jSoSh6moKZVIkg3qqc-AHg
b-S4qUsi44l5D9BbUCkhwQEA,HAS_MENU,Goat_Madras
u-ABIvHzdgrrp-vPRo_X7YCQ,VISIT,b-S4qUsi44l5D9BbUCkhwQEA
u-pUVS6cS7880d6uwLRgMwEw,WRITE_REVIEW,r-GLswLPH1-w-c8k68DZqAAA
u-WzbLvd-pyLwZQwAl__u22w,RATE,b-ZJ0gQp0fcnIDiZv0m9--Gg
b-V_jIfMz9Z7a5mthleRq0_w,HAS_MENU,Chicken_Biryani
Food_Delicious,ASPECT_ATTR_FOR,b-vCx6uieEF0W0mKFK4sT3Yg
u-uAa4rCVMiUi5TIACnfWdUg,VISIT,b-xA6L2w_TlbxHubb1xeBE8w
u-eCwzPa9PFYOP5T6G87eXUw,RATE,b-xSuR0FK8cHzBLXowCV3Pyw
u-2XZUqpKWaegQdeh5yZS6ew,VISIT,b-h-psPOmlY0mCOflb3S3rdQ
Food_Good,ASPECT_ATTR_FOR,b-V_jIfMz9Z7a5mthleRq0_w
u-AtErjfpYekcKohqnmdGjlA,WRITE_REVIEW,r-NjguumGu7xppB8sAV6BgRQ
u-tHyEF0BrKBM6iiweEHCdmQ,WRITE_REVIEW,r-zvPh_HXRChYZuwtVEyPVfA
Butter_Chicken,IS,Butter_Chicken_Awesome
Service_Slow,ASPECT_ATTR_FOR,b-35KvoWbA3kEsdckaWqG3OA
u-vErmnVl-YKhmFFufbPLtvQ,VISIT,b-P4zWgzYzy03D9LeDTpKuDg
u-kmC8nIGdQeLUOBCgRDzS8g,WRITE_REVIEW,r-gOHxUFQGJuJDZJj46Z4Pqw
b-CB99Ifh4OnBTnuNdRjj_fQ,HAS_MENU,Sauce
Staff_Friendly,ASPECT_ATTR_FOR,b-k9PfKE7KfztoMpOSx25UpA
b-7xA6iSP0Ndn08tpBFQtUKA,HAS_REVIEW,r-MKZqqG8bHWnJdViYGz7MfQ
Service_Slow,ASPECT_ATTR_FOR,b-vCx6uieEF0W0mKFK4sT3Yg
u-Scrk0HIe3GClR57Bq-Ud4A,WRITE_REVIEW,r-zNpJqt1ZNH-tQgOodgBDEA
u-LKwXcRziYEuunOMAAnj-0g,VISIT,b-DeI4KqEeWy0cTdh7Wy5_RA
u-l7sZTLRUBK0k3xjRTj1CSA,RATE,b-DKqhCd3Vwl3CEo8vUHhLYg
b-h-psPOmlY0mCOflb3S3rdQ,HAS_REVIEW,r-363oonfVMA0n-ruN65ys8g
Sauce,IS,Sauce_Good
u-fuRkHpqUoNqlNeglutAVqg,RATE,b-DxbdfvNYPCyiLJDDPJK3Tg
Chicken_Biryani,IS,Good
Fish_Hot,MENU_ATTR_FOR,b-AZKhBlrI5vgTBm3j9WwnbA
u-4sAhsvqIlZIlmcR_UtdwYw,WRITE_REVIEW,r-p4rduvVO_jb722j98H3SUw
u-wFc88erJk878O6SqJ1veAg,VISIT,b-Eu-M3y8a5bIxIRXlCj9yHA
u--InhDRRVG7wrwsgAUvN4Qw,WRITE_REVIEW,r-ZVij1FUVv0lDsjtibp3MLA
u-18KRmHm4dJBmhhzoEMg6QA,RATE,b-0zTLMQOZhiCp9GFtegiFsw
Aloo_Parathas_Excellent,MENU_ATTR_FOR,b-j4ytRzcmtU4cLMBrhY7jMA
u-OIVAJo8QryN-bJOjOvxkVQ,VISIT,b-DxbdfvNYPCyiLJDDPJK3Tg
u-ftH3xRtiLFBc8R4ZdPxCww,HAS_FRIEND,u-BGzavA_ddMr-jGmhArv7fg
u-D1sFmPCZvbCJaHDWlkNLgw,WRITE_REVIEW,r-1Vpk-rK9vdLCE510UX6_bg
u-Aml_223CjrILCQaZ6YNw0g,VISIT,b-0cf-w9PK5gLkBkitL3bdqw
Chicken_Vindaloo,IS,Chicken_Vindaloo_Hot
Staff_Courteous,ASPECT_ATTR_FOR,b-P4zWgzYzy03D9LeDTpKuDg
u-JDhDhqBOwF-blQzlvDc2Pw,WRITE_REVIEW,r-T1oJqtQPL0WNYDBS2Ly6Bg
b-0zTLMQOZhiCp9GFtegiFsw,HAS_REVIEW,r-6ZSjbi_TCvlk82BnaVU33g
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_ASPECT,Service
b-BoiAZQB9AHRvazM055GFOw,HAS_REVIEW,r-2A0dA3ojeIHvN_hgHvqEkA
u-Vlp4qA2_MRv9hQvJsA6kyg,VISIT,b-scM6rLQqoz5dEIgwz_JFsg
u-dwBPLpjJ95eM73_RyuL2tg,VISIT,b-DxbdfvNYPCyiLJDDPJK3Tg
u-9p6B0BZhUREP4-Ua_xD4bA,WRITE_REVIEW,r-_L_ZJbdMtoAEJmx8_BWNQA
u-UkiH9FHWesHo3dmwikKWsw,WRITE_REVIEW,r-X5e8xCZgv39WAgscfjbcjQ
u-MOrr88hGGVLE_ThYGrjlag,WRITE_REVIEW,r-056kmEBBiEIhWPjouZwkCg
b-DJuQgsoj-qmU0i5iTAa4aA,HAS_ASPECT,Food
Decor_Exquisite,ASPECT_ATTR_FOR,b-k9PfKE7KfztoMpOSx25UpA
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Lamb_Korma
u-pogFABZFK8iLiIF8fzLyLQ,RATE,b-gXLiBVCHIqoPEw2CaP3QmQ
b-Pzs43Fkub-6A9hA1zqpF_w,HAS_MENU,Paneer
b-nbf4o8gUP2y9JKFE2wBO2A,HAS_MENU,Naan
Staff_Nice,ASPECT_ATTR_FOR,b-7xA6iSP0Ndn08tpBFQtUKA
u-sMhvlIPGLUlRA7QsWlqBOg,ORDER,Chai
b-scM6rLQqoz5dEIgwz_JFsg,HAS_REVIEW,r-f2wKSFtK--YZ0TYzkuLnZA
b-oVuZtlCFg_zF090Nhtp0Ow,HAS_ASPECT,Staff
b-mOsKIonnlHllP9gfbXdgnQ,HAS_REVIEW,r-UlyZEhpYQ0ZJzFBQ1xnoKQ
Food,IS,Food_Amazing
b-35KvoWbA3kEsdckaWqG3OA,HAS_MENU,Naan
Montréal-Canada,LOCATED_IN,Canada
u-smY2LeiX3w8Nr8VH2I62Lg,RATE,b-jb0-JZMt-6Khsh-VwsDtLQ
b-hubbaEcYPYEZu5Ziz6i0lw,HAS_MENU,Mantra_Masala
b-xA6L2w_TlbxHubb1xeBE8w,HAS_REVIEW,r-3ZiEZpwbJ3qHORdYeQ62Qg
u-mNHaUgV05v0O0k8sAmY03A,RATE,b-qcqDjeirxvdgW5kQVkEwSA
u-0ZrfHMZ4EaXP9zR6AFd7CA,WRITE_REVIEW,r-qNa4A3tcW1TW95N41no0gg
u-bpgbVPJcG-wQ4cNBcPPIxw,HAS,Date
Garlic_Naan,IS,Garlic_Naan_Great
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-QehxQ0_NYSj5CnqlSMCp5A
u-HuESxQX3PLPBUvYWDDP9MA,VISIT,b-y4z0iQZWN4R2Fk8SiPQU5A
u-79uQM6mAgJJcmYRtMO_u1Q,RATE,b-3wJ4kJsJhayyfJ30HsS04g
u-EjjUyf1HSdUNQF2-wuhQOw,VISIT,b-5VOqWjRXUPc7b1A_NSI9mQ
u-ChADwrKjusoOHLlU0v_iRg,WRITE_REVIEW,r-jEdKIGVF1iD-ogg9ImrdCQ
u-w76bION8x6C2p1EYWx0O6A,VISIT,b-k9PfKE7KfztoMpOSx25UpA
u-U1vl4SQzO3wTAWlYVnSjnw,ORDER,Naan_Bread
b-xYpAg60oZVbOtSYgrOKBgQ,HAS_REVIEW,r-g5iOYA19Xk4mPwumi2Fqpw
u-xmnNNP8xOwld10AdbTq27g,RATE,b-Pzs43Fkub-6A9hA1zqpF_w
Chicken_Tiki_Masala_Tasty,MENU_ATTR_FOR,b-ZJ0gQp0fcnIDiZv0m9--Gg
u-w8x9hM10vLnZGsm41GnSJg,RATE,b-BoiAZQB9AHRvazM055GFOw
Food_Great,ASPECT_ATTR_FOR,b--p-CuUMzN0HQz9OCQ8SZOA
b-idrN6XWKErG6nKDsEMNbOQ,HAS_REVIEW,r-FukQOZfL34Ab-BqYlFM_Sw
Staff_Great,ASPECT_ATTR_FOR,b-0zTLMQOZhiCp9GFtegiFsw
u-4W-ZU-E82HWWUNNk9tfN6g,WRITE_REVIEW,r-FJTFufjVeaKwtGoqVZTCug
Food,IS,Great
Food_Quality,IS,Food_Quality_Incredible
Decor_Classy,ASPECT_ATTR_FOR,b-gw0ZS5b5RP3Lzr1BoCbALg
Service_Good,ASPECT_ATTR_FOR,b-hubbaEcYPYEZu5Ziz6i0lw
b-f7RXwcus_-EOsR0q5ctVjw,HAS_ASPECT,Food
Dosa,IS,Dosa_Worth
b-scM6rLQqoz5dEIgwz_JFsg,HAS_ASPECT,Food
Food,IS,Food_Excellent
u-WJLWXzBDN9IHJib5a3UX7g,WRITE_REVIEW,r-5oF3V6UOM1BZwef1t0o4mw
u-Eypq5gLLjCapBVVnMw_MyA,RATE,b-rYziPPEILDXJ_F5uKR--YQ
u-KVU-0u6ma74F4II9EOMAcw,ORDER,Dosa
u-xA1Ak4QJ_WE_8Nadpi8IhA,RATE,b-7xA6iSP0Ndn08tpBFQtUKA
u-YwaKGmRNnSa3R3N4Hf9jLw,VISIT,b-hubbaEcYPYEZu5Ziz6i0lw
Food_Great,ASPECT_ATTR_FOR,b-BoiAZQB9AHRvazM055GFOw
b-LZWXP-D4YPlzsFjVx6b9XA,HAS_ASPECT,Service
u-9BvceUQBbVBG99KUULN6hA,VISIT,b-NHDdAZJqS3cf_K6HYxoQ9w
u-JT9Ux1QWW2x1tDyFNaSp1A,ORDER,Naan
u-9gCAt3MUi1gEr5t519ckRA,RATE,b-j9YFHVQqxM_qKHIc4nck-A
b-ICUCAzUZFiWkYs7iCtNCQg,HAS_ASPECT,Ambience
b-sUGlSS0AF2xPYFEjvKJbSA,HAS_REVIEW,r-_VSHF0Ob_-7T8koxzjVELw
Food,IS,Food_Terrible
b-CvOxwAhmwwy3sQRKYVAjGg,HAS_REVIEW,r-E_ATgJTb8XyDsQLJuJ93UA
